timestamp,user_id,tower_id,app_in_use,call_mos_score,video_buffer_rate
2025-11-12 12:01:10.929755,user_001,gNB-4402-B,VoIP,4.30152316640486,11.292224036935313
2025-11-12 12:01:10.929755,user_002,gNB-4402-B,VoIP,4.233048350132828,10.660911171219361
2025-11-12 12:01:10.929755,user_003,gNB-4402-B,Video,4.419203529108564,10.893572014160828
2025-11-12 12:01:10.929755,user_004,gNB-4402-B,Web,4.494834828068923,11.553598750719498
2025-11-12 12:01:10.929755,user_005,gNB-4403-C,VoIP,4.975547884245949,16.08950242655871
2025-11-12 12:01:10.929755,user_006,gNB-4402-B,Web,4.468437506762386,8.895320761312085
2025-11-12 12:01:10.929755,user_007,gNB-4403-C,VoIP,4.880844825604183,14.383266509270474
2025-11-12 12:01:10.929755,user_008,gNB-4401-A,VoIP,4.37614825980258,13.970317025165915
2025-11-12 12:01:10.929755,user_009,gNB-4403-C,VoIP,4.920195776381562,16.955093348130145
2025-11-12 12:01:10.929755,user_010,gNB-4403-C,Web,4.876629555070552,16.03775570797934
2025-11-12 12:01:10.929755,user_011,gNB-4403-C,Video,4.809724208543648,15.668479889213392
2025-11-12 12:01:10.929755,user_012,gNB-4403-C,Video,4.719532221065371,14.703924675803913
2025-11-12 12:01:10.929755,user_013,gNB-4402-B,VoIP,4.318087130331187,10.659524563510885
2025-11-12 12:01:10.929755,user_014,gNB-4402-B,Gaming,4.516503476970299,9.16145551223853
2025-11-12 12:01:10.929755,user_015,gNB-4403-C,Video,5.0,15.842671371883322
2025-11-12 12:01:10.929755,user_016,gNB-4402-B,VoIP,4.198624881771361,11.116429572648755
2025-11-12 12:01:10.929755,user_017,gNB-4403-C,Gaming,5.0,16.42795889222097
2025-11-12 12:01:10.929755,user_018,gNB-4402-B,Web,3.9676048328838984,10.646450012628527
2025-11-12 12:01:10.929755,user_019,gNB-4402-B,Web,4.424545754051949,9.754190312498311
2025-11-12 12:01:10.929755,user_020,gNB-4403-C,Web,5.0,15.013524067244997
2025-11-12 12:01:10.929755,user_021,gNB-4401-A,Gaming,4.729820349685432,14.975168996883918
2025-11-12 12:01:10.929755,user_022,gNB-4401-A,VoIP,4.505195964950999,13.7276828829005
2025-11-12 12:01:10.929755,user_023,gNB-4401-A,Gaming,4.397161657233505,14.579652248561107
2025-11-12 12:01:10.929755,user_024,gNB-4401-A,Web,4.199878994283307,12.302201786800442
2025-11-12 12:01:10.929755,user_025,gNB-4401-A,VoIP,4.460143060176627,14.303136385475486
2025-11-12 12:01:10.929755,user_026,gNB-4402-B,Video,3.960292721286379,10.636568429269772
2025-11-12 12:01:10.929755,user_027,gNB-4403-C,VoIP,4.776508520189814,15.051804634297824
2025-11-12 12:01:10.929755,user_028,gNB-4402-B,Web,4.139124135982222,9.628465128432792
2025-11-12 12:01:10.929755,user_029,gNB-4403-C,Gaming,4.841914481370919,15.577439097771666
2025-11-12 12:01:10.929755,user_030,gNB-4401-A,Video,4.353093219761998,13.812804637195056
2025-11-12 12:01:10.929755,user_031,gNB-4401-A,VoIP,4.171239927182274,13.638412834659588
2025-11-12 12:01:10.929755,user_032,gNB-4402-B,Web,4.286701986338218,10.698574441240318
2025-11-12 12:01:10.929755,user_033,gNB-4401-A,VoIP,4.299291600405905,12.258085470153706
2025-11-12 12:01:10.929755,user_034,gNB-4403-C,VoIP,5.0,15.448827016395699
2025-11-12 12:01:10.929755,user_035,gNB-4402-B,Gaming,4.271453415404169,10.58538405981422
